Invoice;StockCode;Description;Quantity;InvoiceDate;Price;Customer ID;Country;Revenue
526872;84997B;RED 3 PIECE RETROSPOT CUTLERY SET;5;2010-10-13 14:08:00;3.75;15311.0;United Kingdom;18.75
502826;47590A;BLUE HAPPY BIRTHDAY BUNTING;5;2010-03-28 11:38:00;5.45;17920.0;United Kingdom;27.25
514544;22554;PLASTERS IN TIN WOODLAND ANIMALS;2;2010-07-05 10:50:00;1.65;17238.0;United Kingdom;3.3
510119;21326;AGED GLASS SILVER T-LIGHT HOLDER;3;2010-05-27 12:03:00;0.65;15719.0;United Kingdom;1.9500000000000002
497885;21508;VINTAGE KID DOLLY CARD ;24;2010-02-14 12:06:00;0.42;15093.0;United Kingdom;10.08
521405;22691;DOORMAT WELCOME SUNRISE;2;2010-09-06 10:37:00;7.49;13785.0;United Kingdom;14.98
497207;84949;SILVER HANGING T-LIGHT HOLDER;6;2010-02-07 12:15:00;1.65;14454.0;United Kingdom;9.899999999999999
517225;21082;SET/20 FRUIT SALAD PAPER NAPKINS ;12;2010-07-27 12:47:00;0.85;15614.0;United Kingdom;10.2
527095;84247G;DECOUPAGE,GREETING CARD,;12;2010-10-14 16:24:00;0.42;17823.0;United Kingdom;5.04
523020;37448;CERAMIC CAKE DESIGN SPOTTED MUG;12;2010-09-20 11:40:00;1.49;13702.0;United Kingdom;17.88
522160;84946;ANTIQUE SILVER TEA GLASS ETCHED;96;2010-09-13 11:01:00;1.06;12924.0;United Kingdom;101.76
502260;84988;SET OF 72 PINK HEART PAPER DOILIES;12;2010-03-23 15:13:00;1.45;16615.0;United Kingdom;17.4
518259;22066;LOVE HEART TRINKET POT;2;2010-08-05 18:18:00;1.45;14043.0;United Kingdom;2.9
491712;16256C;HEARTS PENCIL/RUBBER+5 MINI PENCILS;1;2009-12-13 15:17:00;0.42;15562.0;United Kingdom;0.42
518681;22690;DOORMAT HOME SWEET HOME BLUE ;1;2010-08-10 17:09:00;7.49;17799.0;United Kingdom;7.49
502237;90122A;PINK CRYSTAL+GLASS BRACELET;3;2010-03-23 13:05:00;4.95;18009.0;United Kingdom;14.850000000000001
491758;85006;SET 4 NURSERY DES ROUND BOXES;1;2009-12-14 12:24:00;2.95;17908.0;United Kingdom;2.95
519517;84685;BEACH HUT KEY CABINET;4;2010-08-18 09:45:00;3.75;14944.0;United Kingdom;15.0
507235;17084P;DRAGONS BLOOD INCENSE;200;2010-05-07 09:04:00;0.16;14298.0;United Kingdom;32.0
512753;82482;WOODEN PICTURE FRAME WHITE FINISH;6;2010-06-17 15:24:00;2.55;16661.0;United Kingdom;15.299999999999999
496431;21158;MOODY GIRL DOOR HANGER ;1;2010-02-01 12:30:00;1.45;16415.0;United Kingdom;1.45
522611;22277;COSMETIC BAG VINTAGE ROSE PAISLEY;6;2010-09-15 14:29:00;2.1;12422.0;Switzerland;12.600000000000001
494364;84976;RECTANGULAR SHAPED MIRROR;12;2010-01-13 16:04:00;1.69;14146.0;United Kingdom;20.28
516924;22575;METAL MERRY CHRISTMAS WREATH;8;2010-07-25 12:14:00;1.95;16400.0;United Kingdom;15.6
511708;84947;ANTIQUE SILVER TEA GLASS ENGRAVED;216;2010-06-10 10:10:00;1.06;17388.0;United Kingdom;228.96
518613;20726;LUNCH BAG WOODLAND;2;2010-08-10 12:37:00;1.65;16713.0;United Kingdom;3.3
512709;22197;SMALL POPCORN HOLDER;12;2010-06-17 12:21:00;0.85;16115.0;United Kingdom;10.2
518403;82483;WOOD 2 DRAWER CABINET WHITE FINISH;2;2010-08-08 13:49:00;5.95;17132.0;United Kingdom;11.9
534379;22898;CHILDRENS APRON APPLES DESIGN;2;2010-11-22 12:36:00;1.95;14646.0;Netherlands;3.9
504232;82494L;WOODEN FRAME ANTIQUE WHITE ;12;2010-04-12 13:01:00;2.95;15044.0;United Kingdom;35.400000000000006
518907;21538;DAIRY MAID  PUDDING BOWL;3;2010-08-12 14:32:00;3.75;17757.0;United Kingdom;11.25
526028;21558;SKULL LUNCH BOX WITH CUTLERY ;1;2010-10-08 11:45:00;2.55;16549.0;United Kingdom;2.55
521822;21136;PAINTED METAL PEARS ASSORTED;8;2010-09-09 10:37:00;1.69;12714.0;France;13.52
528631;21356;TOAST ITS - FAIRY FLOWER;12;2010-10-24 11:19:00;1.25;13941.0;United Kingdom;15.0
526640;21086;SET/6 RED SPOTTY PAPER CUPS;12;2010-10-12 13:20:00;0.65;12599.0;France;7.800000000000001
508621;84836;ZINC METAL HEART DECORATION;12;2010-05-17 13:45:00;1.25;17442.0;United Kingdom;15.0
511852;84978;HANGING HEART JAR T-LIGHT HOLDER;1;2010-06-10 20:09:00;1.25;16549.0;United Kingdom;1.25
506047;47505;MINATURE COLOURED GARDENING SET;1;2010-04-27 11:48:00;4.95;16782.0;United Kingdom;4.95
527883;84789;ENCHANTED BIRD PLANT CAGE;2;2010-10-19 11:59:00;3.75;17760.0;United Kingdom;7.5
507879;15044D;RED PAPER PARASOL;1;2010-05-11 15:03:00;2.95;16805.0;United Kingdom;2.95
529351;20979;36 PENCILS TUBE RED RETROSPOT;16;2010-10-28 09:29:00;1.25;12766.0;Portugal;20.0
510137;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;2;2010-05-27 12:21:00;2.95;17068.0;United Kingdom;5.9
531138;22630;DOLLY GIRL LUNCH BOX;12;2010-11-05 14:09:00;1.95;13089.0;United Kingdom;23.4
511269;22178;VICTORIAN GLASS HANGING T-LIGHT;6;2010-06-07 13:02:00;1.25;16984.0;United Kingdom;7.5
502432;22083;PAPER CHAIN KIT RETRO SPOT;40;2010-03-24 12:54:00;2.55;17716.0;United Kingdom;102.0
506299;21977;PACK OF 60 PINK PAISLEY CAKE CASES;24;2010-04-29 10:33:00;0.55;14849.0;United Kingdom;13.200000000000001
523338;21913;VINTAGE SEASIDE JIGSAW PUZZLES;24;2010-09-21 15:14:00;3.39;14866.0;United Kingdom;81.36
496504;22131;FOOD CONTAINER SET 3 LOVE HEART ;6;2010-02-02 10:00:00;1.95;13319.0;United Kingdom;11.7
505056;22465;HANGING METAL STAR LANTERN;6;2010-04-19 14:59:00;1.65;14667.0;United Kingdom;9.899999999999999
528263;22865;HAND WARMER OWL DESIGN;1;2010-10-21 11:52:00;2.1;16412.0;United Kingdom;2.1
519640;22348;TEA BAG PLATE RED SPOTTY ;288;2010-08-19 10:11:00;0.72;16684.0;United Kingdom;207.35999999999999
533595;21791;VINTAGE HEADS AND TAILS CARD GAME ;72;2010-11-18 12:14:00;1.06;14911.0;EIRE;76.32000000000001
521577;84946;ANTIQUE SILVER TEA GLASS ETCHED;72;2010-09-07 12:30:00;1.06;13001.0;United Kingdom;76.32000000000001
523855;22294;HEART FILIGREE DOVE  SMALL;24;2010-09-24 12:18:00;1.25;15551.0;United Kingdom;30.0
516937;21544;SKULLS  WATER TRANSFER TATTOOS ;12;2010-07-25 13:35:00;0.85;16155.0;United Kingdom;10.2
533022;21452;TOADSTOOL MONEY BOX;1;2010-11-15 15:54:00;2.95;12970.0;United Kingdom;2.95
534711;22147;FELTCRAFT BUTTERFLY HEARTS;12;2010-11-23 17:10:00;1.45;16001.0;United Kingdom;17.4
511040;22084;PAPER CHAIN KIT EMPIRE;4;2010-06-06 11:20:00;2.95;14878.0;United Kingdom;11.8
532679;22111;SCOTTIE DOG HOT WATER BOTTLE;1;2010-11-14 12:17:00;4.95;16960.0;United Kingdom;4.95
495362;48194;DOORMAT HEARTS;1;2010-01-24 12:12:00;6.75;15727.0;United Kingdom;6.75
491081;22162;HEART GARLAND RUSTIC PADDED;8;2009-12-09 13:11:00;2.95;15302.0;United Kingdom;23.6
525108;22595;CHRISTMAS GINGHAM HEART;12;2010-10-04 10:52:00;0.85;13803.0;United Kingdom;10.2
501156;21212;PACK OF 72 RETRO SPOT CAKE CASES;1;2010-03-14 16:09:00;0.55;12748.0;United Kingdom;0.55
521970;21411;GINGHAM HEART  DOORSTOP RED;1;2010-09-09 19:23:00;4.25;17282.0;United Kingdom;4.25
493847;20977;36 PENCILS TUBE WOODLAND;16;2010-01-07 15:15:00;1.25;15152.0;United Kingdom;20.0
490408;82483;WOOD 2 DRAWER CABINET WHITE FINISH;6;2009-12-06 11:33:00;4.95;17850.0;United Kingdom;29.700000000000003
521159;85099F;JUMBO BAG STRAWBERRY;10;2010-09-02 13:57:00;1.95;16779.0;United Kingdom;19.5
519829;72760B;VINTAGE CREAM 3 BASKET CAKE STAND;4;2010-08-20 14:53:00;9.95;14911.0;EIRE;39.8
511778;22626;BLACK KITCHEN SCALES;2;2010-06-10 12:37:00;8.5;17716.0;United Kingdom;17.0
501117;21717;EASTER TIN BUCKET;8;2010-03-12 14:31:00;2.1;17448.0;United Kingdom;16.8
505916;21097;SET/6 GREEN SPRING  PAPER PLATE;1;2010-04-26 14:47:00;0.85;15867.0;United Kingdom;0.85
522584;20713;JUMBO BAG OWLS;10;2010-09-15 12:21:00;1.95;15527.0;United Kingdom;19.5
511832;15036;ASSORTED COLOURS SILK FAN;48;2010-06-10 17:05:00;0.75;14316.0;United Kingdom;36.0
505787;21323;HANGING MEDINA LANTERN LARGE;1;2010-04-26 10:57:00;4.25;16814.0;United Kingdom;4.25
527105;22834;HAND WARMER BABUSHKA DESIGN;1;2010-10-14 17:13:00;2.1;17935.0;United Kingdom;2.1
512108;84795A;PASTEL STRIPE HAMMOCK ;4;2010-06-13 14:01:00;7.95;14538.0;United Kingdom;31.8
519343;21700;BIG DOUGHNUT FRIDGE MAGNETS;12;2010-08-16 12:12:00;0.85;12687.0;Sweden;10.2
537607;21484;CHICK GREY HOT WATER BOTTLE;2;2010-12-07 13:18:00;3.45;15965.0;United Kingdom;6.9
530938;22690;DOORMAT HOME SWEET HOME BLUE ;2;2010-11-04 17:36:00;7.95;17469.0;United Kingdom;15.9
533336;22236;CAKE STAND 3 TIER MAGIC GARDEN;1;2010-11-16 18:10:00;12.75;12714.0;France;12.75
505363;22063;CERAMIC BOWL WITH STRAWBERRY DESIGN;6;2010-04-21 15:42:00;2.95;17865.0;United Kingdom;17.700000000000003
537781;22895;SET OF 2 TEA TOWELS APPLE AND PEARS;1;2010-12-08 12:46:00;2.95;17341.0;United Kingdom;2.95
500751;72801D;S/4 SKY BLUE DINNER CANDLES;12;2010-03-10 10:25:00;1.25;13081.0;United Kingdom;15.0
501889;22027;TEA PARTY BIRTHDAY CARD;36;2010-03-21 14:24:00;0.42;13093.0;United Kingdom;15.12
516430;22174;PHOTO CUBE;48;2010-07-20 11:47:00;1.48;17511.0;United Kingdom;71.03999999999999
537844;20966;SANDWICH BATH SPONGE;10;2010-12-08 15:17:00;1.25;17999.0;United Kingdom;12.5
509627;21058;PARTY INVITES WOODLAND;12;2010-05-25 09:55:00;0.85;12360.0;Austria;10.2
492209;21770;OPEN CLOSED METAL SIGN;1;2009-12-15 16:40:00;4.95;15768.0;United Kingdom;4.95
531960;84991;60 TEATIME FAIRY CAKE CASES;48;2010-11-10 12:21:00;0.55;12876.0;Belgium;26.400000000000002
531971;37500;TEA TIME TEAPOT IN GIFT BOX;6;2010-11-10 12:24:00;9.95;13464.0;United Kingdom;59.699999999999996
504586;85123A;WHITE HANGING HEART T-LIGHT HOLDER;12;2010-04-15 09:45:00;2.95;18190.0;United Kingdom;35.400000000000006
533070;84032A;CHARLIE+LOLA PINK HOT WATER BOTTLE;1;2010-11-15 17:37:00;2.95;13148.0;United Kingdom;2.95
535802;22754;SMALL RED BABUSHKA NOTEBOOK ;1;2010-11-28 14:57:00;0.85;14030.0;United Kingdom;0.85
505725;21213;PACK OF 72 SKULL CAKE CASES;3;2010-04-25 13:55:00;0.55;14606.0;United Kingdom;1.6500000000000001
531567;85068;CREAM SWEETHEART SHELF + HOOKS;2;2010-11-09 10:31:00;7.95;14867.0;United Kingdom;15.9
528730;22132;RED LOVE HEART SHAPE CUP;1;2010-10-24 13:28:00;0.85;13574.0;United Kingdom;0.85
526869;85014A;BLACK/BLUE POLKADOT UMBRELLA;3;2010-10-13 13:37:00;5.95;13418.0;United Kingdom;17.85
491656;79323LP;LIGHT PINK CHERRY LIGHTS;2;2009-12-13 10:59:00;6.75;16719.0;United Kingdom;13.5
535565;21463;MIRRORED DISCO BALL ;12;2010-11-26 15:33:00;5.95;18230.0;United Kingdom;71.4
519890;22470;HEART OF WICKER LARGE;4;2010-08-22 12:45:00;2.95;15443.0;United Kingdom;11.8
507586;22111;SCOTTIE DOG HOT WATER BOTTLE;1;2010-05-10 12:42:00;4.95;17841.0;United Kingdom;4.95
504161;22609;PENS ASSORTED SPACEBALL;36;2010-04-11 15:54:00;0.85;15067.0;United Kingdom;30.599999999999998
525425;82615;PINK MARSHMALLOW SCARF KNITTING KIT;3;2010-10-05 13:01:00;2.95;14991.0;United Kingdom;8.850000000000001
510197;22410;MONEY BOX HOUSEKEEPING DESIGN;5;2010-05-27 20:20:00;1.25;17231.0;United Kingdom;6.25
492179;84754;S/15 SILVER GLASS BAUBLES IN BAG;6;2009-12-15 15:27:00;1.25;17816.0;United Kingdom;7.5
504440;21175;GIN + TONIC DIET METAL SIGN;1;2010-04-13 14:02:00;2.1;13052.0;United Kingdom;2.1
526485;22331;WOODLAND PARTY BAG + STICKER SET;16;2010-10-12 08:08:00;1.65;12649.0;Germany;26.4
497600;17181;CIRCLE OF FRIENDS CANDLE HOLDER;2;2010-02-11 10:01:00;2.55;17085.0;United Kingdom;5.1
536030;21713;CITRONELLA CANDLE FLOWERPOT;4;2010-11-29 16:41:00;2.1;15828.0;United Kingdom;8.4
522594;72529W;WHITE ADVENT CANDLE;1;2010-09-15 13:21:00;2.12;16005.0;United Kingdom;2.12
530571;21914;BLUE HARMONICA IN BOX ;3;2010-11-03 14:22:00;1.25;15752.0;United Kingdom;3.75
494868;85099B;JUMBO BAG RED WHITE SPOTTY ;30;2010-01-19 12:13:00;1.95;17706.0;United Kingdom;58.5
491317;21524;SPOTTY  HOME SWEET HOME DOORMAT;2;2009-12-10 15:28:00;6.75;16670.0;United Kingdom;13.5
497209;20751;FUNKY WASHING UP GLOVES ASSORTED;1;2010-02-07 12:40:00;2.1;16788.0;United Kingdom;2.1
494779;84279B;CHERRY BLOSSOM DECORATIVE FLASK;1;2010-01-18 12:55:00;3.75;18041.0;United Kingdom;3.75
525981;21931;JUMBO STORAGE BAG SUKI;10;2010-10-08 11:02:00;1.95;13001.0;United Kingdom;19.5
520872;21426;WOODLAND STORAGE BOX SMALL;6;2010-08-31 14:54:00;2.1;12380.0;Belgium;12.600000000000001
532681;22639;SET OF 4 NAPKIN CHARMS HEARTS;2;2010-11-14 12:36:00;2.55;17561.0;United Kingdom;5.1
527093;85017B;ENVELOPE 50 BLOSSOM IMAGES;2;2010-10-14 16:14:00;0.85;17823.0;United Kingdom;1.7
527068;20661;BLUE POLKADOT PURSE ;6;2010-10-14 14:08:00;2.95;16991.0;United Kingdom;17.700000000000003
522286;22602;CHRISTMAS RETROSPOT HEART WOOD;6;2010-09-13 13:42:00;0.85;14467.0;United Kingdom;5.1
517931;22663;JUMBO BAG DOLLY GIRL DESIGN;5;2010-08-03 10:42:00;1.95;16161.0;United Kingdom;9.75
505998;22382;LUNCH BAG SPACEBOY DESIGN ;10;2010-04-27 10:51:00;1.65;15367.0;United Kingdom;16.5
537472;22595;CHRISTMAS GINGHAM HEART;12;2010-12-07 11:11:00;0.85;12971.0;United Kingdom;10.2
534188;22620;4 TRADITIONAL SPINNING TOPS;4;2010-11-21 14:13:00;1.25;17085.0;United Kingdom;5.0
505974;22410;MONEY BOX HOUSEKEEPING DESIGN;2;2010-04-26 18:06:00;1.25;17449.0;United Kingdom;2.5
534379;22805;BLUE DRAWER KNOB ACRYLIC EDWARDIAN;2;2010-11-22 12:36:00;1.25;14646.0;Netherlands;2.5
498769;21524;DOOR MAT SPOTTY HOME SWEET HOME;10;2010-02-23 09:54:00;6.35;13093.0;United Kingdom;63.5
522456;15056N;EDWARDIAN PARASOL NATURAL;12;2010-09-14 15:44:00;5.95;13207.0;United Kingdom;71.4
500323;22180;RETRO SPOT LAMP;1;2010-03-07 12:09:00;9.95;13958.0;United Kingdom;9.95
527908;22738;RIBBON REEL SNOWY VILLAGE;5;2010-10-19 12:48:00;1.65;13975.0;United Kingdom;8.25
532152;84596G;SMALL CHOCOLATES PINK BOWL;2;2010-11-11 12:13:00;1.25;16395.0;United Kingdom;2.5
504318;21658;GLASS  BEURRE DISH;1;2010-04-12 14:48:00;3.95;15466.0;United Kingdom;3.95
534008;22602;CHRISTMAS RETROSPOT HEART WOOD;16;2010-11-19 14:29:00;0.85;12978.0;United Kingdom;13.6
523762;22147;FELTCRAFT BUTTERFLY HEARTS;12;2010-09-24 09:42:00;1.45;13851.0;United Kingdom;17.4
528926;72802C;VANILLA SCENT CANDLE JEWELLED BOX;12;2010-10-25 14:51:00;4.25;14065.0;United Kingdom;51.0
500331;16156N;WRAP, FRIENDSHIP ON GREEN;50;2010-03-07 13:08:00;0.42;13764.0;United Kingdom;21.0
510796;21500;PINK SPOTS  WRAP ;25;2010-06-03 16:52:00;0.42;14713.0;United Kingdom;10.5
520059;21929;JUMBO BAG PINK VINTAGE PAISLEY;1;2010-08-23 15:44:00;1.95;15003.0;United Kingdom;1.95
521128;82486;WOOD S/3 CABINET ANT WHITE FINISH;2;2010-09-02 12:35:00;7.95;13004.0;United Kingdom;15.9
512937;21621;VINTAGE UNION JACK BUNTING;4;2010-06-20 13:28:00;8.5;13634.0;United Kingdom;34.0
535811;21816;CHRISTMAS TREE T-LIGHT HOLDER;2;2010-11-28 15:18:00;1.45;15532.0;United Kingdom;2.9
533973;48187;DOORMAT NEW ENGLAND;4;2010-11-19 13:21:00;7.95;15421.0;United Kingdom;31.8
523313;22640;SET OF 4 NAPKIN CHARMS 3 KEYS ;6;2010-09-21 13:21:00;2.55;14936.0;Channel Islands;15.299999999999999
497791;22170;PICTURE FRAME WOOD TRIPLE PORTRAIT;4;2010-02-12 12:21:00;6.75;16713.0;United Kingdom;27.0
495384;48184;DOOR MAT ENGLISH ROSE ;1;2010-01-24 14:24:00;6.75;17141.0;United Kingdom;6.75
489536;85033S;SET/6 SILVER REINDEER T-LIGHTS;1;2009-12-01 12:13:00;1.95;16393.0;United Kingdom;1.95
537350;22622;BOX OF VINTAGE ALPHABET BLOCKS;4;2010-12-06 12:23:00;9.95;14708.0;United Kingdom;39.8
516569;22690;DOORMAT HOME SWEET HOME BLUE ;10;2010-07-21 12:45:00;6.35;13093.0;United Kingdom;63.5
512112;21581;SKULLS  DESIGN  COTTON TOTE BAG;2;2010-06-13 14:40:00;2.25;17841.0;United Kingdom;4.5
510451;20725;LUNCH BAG RED SPOTTY;10;2010-06-01 09:42:00;1.65;12525.0;France;16.5
503708;22291;SPRING DEC , HANGING CHICK CREAM;24;2010-04-06 14:10:00;1.45;14221.0;United Kingdom;34.8
506564;20898;VINTAGE NOTEBOOK TRAVELOGUE;6;2010-04-30 12:25:00;2.95;16096.0;United Kingdom;17.700000000000003
523129;21802;CHRISTMAS TREE HEART DECORATION;2;2010-09-20 13:44:00;0.42;17841.0;United Kingdom;0.84
528921;22573;STAR WOODEN CHRISTMAS DECORATION;12;2010-10-25 14:32:00;0.85;15064.0;United Kingdom;10.2
491086;22215;CAKE STAND WHITE TWO TIER LACE;1;2009-12-09 13:26:00;8.5;15911.0;United Kingdom;8.5
522941;22055;MINI CAKE STAND  HANGING STRAWBERY;12;2010-09-17 15:41:00;1.65;13552.0;United Kingdom;19.799999999999997
519239;21806;WHITE CHRISTMAS HEART DECORATION;36;2010-08-15 13:42:00;0.42;14996.0;United Kingdom;15.12
532672;21316;SMALL CHUNKY GLASS ROMAN  BOWL;8;2010-11-14 11:50:00;2.95;17495.0;United Kingdom;23.6
536749;22664;TOY TIDY DOLLY GIRL DESIGN;1;2010-12-02 13:49:00;2.1;17976.0;United Kingdom;2.1
492418;79323W; WHITE CHERRY LIGHTS;24;2009-12-16 17:27:00;5.45;15498.0;United Kingdom;130.8
536836;22198;LARGE POPCORN HOLDER ;2;2010-12-02 18:08:00;1.65;18168.0;United Kingdom;3.3
501903;84804B;BLUE DELPHINIUM ARTIFICIAL FLOWER;12;2010-03-21 15:50:00;2.95;18078.0;United Kingdom;35.400000000000006
515319;22064;PINK DOUGHNUT TRINKET POT ;4;2010-07-11 12:00:00;1.65;17085.0;United Kingdom;6.6
516453;21218;RED SPOTTY BISCUIT TIN;6;2010-07-20 13:21:00;3.75;12480.0;Germany;22.5
531734;22737;RIBBON REEL CHRISTMAS PRESENT ;10;2010-11-09 12:27:00;1.65;15719.0;United Kingdom;16.5
530916;21107;CREAM SLICE FLANNEL PINK SPOT ;1;2010-11-04 16:16:00;2.95;12958.0;United Kingdom;2.95
496306;20677;PINK SPOTTY BOWL;72;2010-01-31 11:38:00;1.06;16955.0;United Kingdom;76.32000000000001
532828;84879;ASSORTED COLOUR BIRD ORNAMENT;8;2010-11-15 09:49:00;1.69;14784.0;United Kingdom;13.52
506961;21156;RED SPOTTY CHILDS APRON;8;2010-05-05 12:20:00;1.95;14437.0;United Kingdom;15.6
510777;21186;WHITE DOVE HONEYCOMB PAPER GARLAND;4;2010-06-03 14:57:00;1.65;13031.0;United Kingdom;6.6
501620;21533;RETRO SPOT LARGE MILK JUG;1;2010-03-18 11:31:00;4.95;14527.0;United Kingdom;4.95
522967;20971;PINK BLUE FELT CRAFT TRINKET BOX;12;2010-09-19 13:02:00;1.25;18257.0;United Kingdom;15.0
514387;21967;PACK OF 12 SKULL TISSUES;48;2010-07-02 11:44:00;0.29;12633.0;Germany;13.919999999999998
536989;22618;COOKING SET RETROSPOT;1;2010-12-03 15:10:00;9.95;17238.0;United Kingdom;9.95
518215;22023;EMPIRE BIRTHDAY CARD;24;2010-08-05 12:19:00;0.42;18079.0;United Kingdom;10.08
498517;35471D;SET OF 3 BIRD LIGHT PINK FEATHER ;2;2010-02-19 12:34:00;1.25;15808.0;United Kingdom;2.5
526407;21974;SET OF 36 PAISLEY FLOWER DOILIES;12;2010-10-11 13:56:00;1.45;14466.0;United Kingdom;17.4
508620;22520;CHILDS GARDEN TROWEL BLUE ;12;2010-05-17 13:44:00;0.85;17442.0;United Kingdom;10.2
507446;84251F;GREETING CARD, RITA;12;2010-05-10 09:47:00;0.19;14277.0;France;2.2800000000000002
518683;22561;WOODEN SCHOOL COLOURING SET;12;2010-08-11 08:40:00;1.65;14913.0;United Kingdom;19.799999999999997
501425;84879;ASSORTED COLOUR BIRD ORNAMENT;3;2010-03-16 12:00:00;1.69;17774.0;United Kingdom;5.07
535221;22505;MEMO BOARD COTTAGE DESIGN;1;2010-11-25 12:21:00;4.95;12748.0;United Kingdom;4.95
531837;20971;PINK BLUE FELT CRAFT TRINKET BOX;144;2010-11-10 08:56:00;1.06;13777.0;United Kingdom;152.64000000000001
527404;22449;SILK PURSE BABUSHKA PINK;4;2010-10-17 14:30:00;3.35;14800.0;United Kingdom;13.4
535985;82582;AREA PATROLLED METAL SIGN;72;2010-11-29 13:18:00;1.69;16131.0;United Kingdom;121.67999999999999
491205;21865;PINK UNION JACK  PASSPORT COVER ;8;2009-12-10 14:07:00;2.1;16779.0;United Kingdom;16.8
508336;37449;CERAMIC CAKE STAND + HANGING CAKES;2;2010-05-14 12:06:00;9.95;16081.0;United Kingdom;19.9
532297;22665;RECIPE BOX BLUE SKETCHBOOK DESIGN;2;2010-11-11 13:50:00;2.95;13979.0;United Kingdom;5.9
500878;21130;COLOURFUL STANDING GNOME;6;2010-03-10 14:19:00;3.45;16258.0;United Kingdom;20.700000000000003
501010;51020B;STRIPY DESIGN SHOWER CAP;6;2010-03-11 15:33:00;1.25;13715.0;United Kingdom;7.5
533598;21080;SET/20 RED RETROSPOT PAPER NAPKINS ;4;2010-11-18 12:22:00;0.85;17811.0;United Kingdom;3.4
534865;22909;SET OF 20 VINTAGE CHRISTMAS NAPKINS;1;2010-11-24 14:14:00;0.85;15356.0;United Kingdom;0.85
514356;22064;PINK DOUGHNUT TRINKET POT ;12;2010-07-01 16:50:00;1.65;17635.0;United Kingdom;19.799999999999997
524944;22469;HEART OF WICKER SMALL;2;2010-10-01 12:24:00;1.65;15276.0;United Kingdom;3.3
504477;21716;BOYS VINTAGE TIN SEASIDE BUCKET;8;2010-04-14 10:08:00;2.55;12437.0;France;20.4
525088;71406C;BLACK ORANGE SQUEEZER;3;2010-10-03 16:04:00;0.42;17366.0;United Kingdom;1.26
524285;21645;ASSORTED TUTTI FRUTTI ROUND BOX;12;2010-09-28 12:27:00;1.65;14480.0;United Kingdom;19.799999999999997
494394;21080;SET/20 RED SPOTTY PAPER NAPKINS ;12;2010-01-14 10:25:00;0.85;15312.0;United Kingdom;10.2
497522;90082D;DIAMANTE BOW BROOCH BLACK COLOUR;1;2010-02-10 13:43:00;6.35;17780.0;United Kingdom;6.35
491750;21217;RED SPOTTY ROUND CAKE TINS;2;2009-12-14 11:48:00;9.95;14527.0;United Kingdom;19.9
527266;22804;CANDLEHOLDER PINK HANGING HEART;1;2010-10-15 12:52:00;2.95;15005.0;United Kingdom;2.95
538146;21527;RED RETROSPOT TRADITIONAL TEAPOT ;2;2010-12-09 16:10:00;7.95;15596.0;United Kingdom;15.9
527772;22770;MIRROR CORNICE;2;2010-10-19 10:23:00;14.95;14312.0;United Kingdom;29.9
534579;21286;RETROSPOT CANDLE  LARGE;1;2010-11-23 12:32:00;2.55;14606.0;United Kingdom;2.55
529850;22620;4 TRADITIONAL SPINNING TOPS;2;2010-10-31 13:35:00;1.25;16788.0;United Kingdom;2.5
527145;22242;5 HOOK HANGER MAGIC TOADSTOOL;36;2010-10-15 10:24:00;1.65;12409.0;Switzerland;59.4
525089;84813;SET OF 4 DIAMOND NAPKIN RINGS;1;2010-10-03 16:05:00;12.75;13561.0;United Kingdom;12.75
493435;21987;PACK OF 6 SKULL PAPER CUPS;7;2010-01-04 12:57:00;0.65;13206.0;United Kingdom;4.55
490371;79164;BLACK WINE GLASS;12;2009-12-05 12:02:00;1.65;13021.0;United Kingdom;19.799999999999997
513117;22379;RECYCLING BAG RETROSPOT ;5;2010-06-22 09:37:00;2.1;14211.0;United Kingdom;10.5
512177;21698;MOCK LOBSTER FRIDGE MAGNET;12;2010-06-14 12:01:00;0.85;15150.0;United Kingdom;10.2
509440;37503;TEA TIME CAKE STAND IN GIFT BOX;2;2010-05-23 15:43:00;10.75;12921.0;United Kingdom;21.5
489695;21672;WHITE SPOT RED CERAMIC DRAWER KNOB;24;2009-12-02 10:48:00;1.25;16202.0;United Kingdom;30.0
523338;21790;VINTAGE SNAP CARDS;72;2010-09-21 15:14:00;0.72;14866.0;United Kingdom;51.839999999999996
506250;20719;WOODLAND CHARLOTTE BAG;5;2010-04-28 13:34:00;0.85;16327.0;United Kingdom;4.25
529329;84596B;SMALL DOLLY MIX DESIGN ORANGE BOWL;2;2010-10-27 14:34:00;1.25;14159.0;United Kingdom;2.5
517479;21472;LADYBIRD + BEE RAFFIA FOOD COVER;6;2010-07-29 12:23:00;3.75;15981.0;United Kingdom;22.5
519895;22699;ROSES REGENCY TEACUP AND SAUCER ;12;2010-08-22 13:08:00;2.95;15394.0;United Kingdom;35.400000000000006
519692;20850;ZINC HEART LATTICE PLANTER BOWL;12;2010-08-19 13:48:00;2.95;17222.0;United Kingdom;35.400000000000006
528335;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;6;2010-10-21 13:45:00;2.95;12400.0;Australia;17.700000000000003
527418;21929;JUMBO BAG PINK VINTAGE PAISLEY;20;2010-10-17 15:40:00;1.65;16684.0;United Kingdom;33.0
496822;84970S;HANGING HEART ZINC T-LIGHT HOLDER;144;2010-02-04 10:50:00;0.64;13107.0;United Kingdom;92.16
